Date,InletT-Avg,OutletT,InletFlow,FGFlow,AmbientT,ExcessO2,DraftP,Density
5314,294.214890472183,392.32876188062636,93.01374131129177,987.3790453314867,27.834027510464075,9.92131024682698,-11.80185806161041,0.863
5315,294.42216004465547,392.2174295833007,93.00125517857629,975.3794408508264,28.580773578179695,10.966011564181457,-11.96151784447417,0.863
5316,294.8749796113113,392.1846008185963,93.00723917816336,971.5849619750365,29.699666576228207,12.581091408382473,-11.893501489696664,0.863
5317,295.63497721079364,392.169008344043,93.0036245983575,962.3735437615483,30.664183458210136,13.17431644211298,-11.855044496295148,0.863
5318,295.88501817347617,392.18085699423114,93.00008654295,956.561331598319,31.433186140391314,20.167386145024075,-11.970413797475942,0.863
5319,296.4518847244386,392.22379352411565,92.98501595643998,947.2664570810389,32.161319562090675,19.720909289972838,-11.917345356601368,0.863
5320,296.8676894746818,392.2096853264761,93.02249388831063,945.9231906896766,32.67993671515133,19.640903651296995,-11.749719082506235,0.863
5321,297.03994967573726,392.218200568205,93.02647118360294,942.8601789238712,33.048551744701356,21.18383787423919,-11.789515843260425,0.863
5322,296.93800387399926,392.1941271825742,92.96188755516805,943.9279801546014,33.5465716278947,22.46701894313825,-11.813859453523738,0.863
5323,297.09853414222675,392.1883908887006,92.9979339436335,942.8355039160732,33.7668325287287,21.12214900138308,-11.927146085329642,0.863
5324,297.1017411124259,392.13222313357426,93.02100782744232,942.5334138600562,33.56647338017934,10.55518711505833,-11.797247231503203,0.863
5325,296.4645878331439,392.17978959874773,93.0080345224405,947.9491037378912,32.80771441828764,6.724827385794146,-11.700760246243526,0.863
5326,296.30668579146163,392.3223203712963,92.96983349564567,949.7688565967998,32.04835171016713,5.982638116875337,-11.54642282018999,0.863
5327,296.04616684537825,392.3439923053689,93.04611359515887,953.1776857354563,31.577940566841782,5.87164901381992,-11.547458654780877,0.863
5328,296.2235313765784,392.404884383885,93.02130583725976,950.3729682312937,31.380744582101684,6.8520602217853925,-11.839890023521058,0.863
5329,296.16650043345544,392.358799368345,92.99483964357118,954.2768886909806,30.955222982124518,7.540569259179749,-11.894546962460039,0.863
5330,296.0479208293696,392.801512684355,92.99108759404301,960.1094895591173,30.49928417496227,8.704193774799545,-11.61562375772765,0.863
5331,296.4367841564106,393.95028721749475,92.99168341055457,965.691524766963,30.325030923911104,7.818381642974381,-11.500107048306385,0.863
5332,296.2949695594127,394.0039649318181,92.99707830094006,969.9133149460081,30.179308421651093,8.842573011517937,-11.74764387638857,0.863
5333,296.1389467718558,394.06924841497624,93.01235317057007,971.2216128659999,30.049591026178607,9.190898204924363,-11.835820500641805,0.863
5334,296.1161047292104,393.97997938824335,93.00275560866334,972.5014923979013,30.097039655927862,7.939041557309521,-11.605718729559687,0.863
5335,295.7652315594779,393.9848355724083,93.01334832096849,974.8576991673241,30.031187157564382,7.420706583496885,-11.501558745939239,0.863
5336,295.86528945996275,393.9508694753934,93.00041252925156,972.734551730644,29.985511226132054,8.50537512258232,-11.63427772763996,0.863
5337,295.62192884138835,393.92720947637946,93.00310453232125,974.0108085962536,30.002523685350294,8.03666941610137,-11.56302315921554,0.863
5338,295.4970648092019,393.906092352785,93.00366836733747,976.6495721477258,30.095633609291564,8.72392164739037,-11.545543484128347,0.863
5339,295.6581258641999,393.9329359749049,93.01240257781608,970.8803188818198,30.400268683930477,8.969086407590602,-11.670890863469143,0.863
5340,295.5833982056781,393.8897995701929,92.98897268887676,973.7759952803013,30.7184334391497,5.67127477324932,-11.771243776865829,0.863
5341,294.5694460811662,394.0619381540491,93.0123134748994,982.9187305959381,30.62422298781443,6.071707213827719,-11.924582405608122,0.863
5342,295.1637129075778,394.0737290499894,92.99728284031815,976.753164204204,30.98817985872425,10.237824827920859,-11.938505940734652,0.863
5343,295.89551655767775,393.99803829229177,93.00563488137131,970.9161768909503,32.10076604672681,12.492211286497346,-11.888238491978974,0.863
5344,296.86349995677165,393.8894891519846,93.03564909387406,963.0226229444131,33.211202917836864,18.80341468305481,-11.940726879974566,0.863
5345,297.07350433131626,393.95656392818034,92.99875058426004,961.3173747287376,33.821176728517536,17.58054796685941,-11.927415973263619,0.863
5346,297.960191114807,394.00459743705665,92.98141256838605,954.3493546223696,34.372767346349875,13.06603520316522,-11.740894585178964,0.863
5347,298.04365242722577,393.95030522829137,92.97602446911024,953.1095426198312,34.451004761707445,9.326967406886768,-11.781328174738738,0.863
5348,297.71661503131634,393.629074095406,92.99784560716687,953.4189557437758,34.007246968085184,5.4070336275117645,-11.963418456881563,0.863
